DefaultDisturbanceTypeId,DefaultEcoBoundaryId,AnnualOrder,DMId,Name,Description
249,7,1,434,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation > 85%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation > 85%"
249,8,1,434,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation > 85%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation > 85%"
249,15,1,434,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation > 85%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation > 85%"
249,16,1,434,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation > 85%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation > 85%"
249,17,1,434,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation > 85%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation > 85%"
250,7,1,435,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 76-85%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 76-85%"
250,8,1,435,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 76-85%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 76-85%"
250,15,1,435,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 76-85%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 76-85%"
250,16,1,435,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 76-85%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 76-85%"
250,17,1,435,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 76-85%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 76-85%"
251,7,1,436,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 66-75%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 66-75%"
251,8,1,436,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 66-75%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 66-75%"
251,15,1,436,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 66-75%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 66-75%"
251,16,1,436,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 66-75%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 66-75%"
251,17,1,436,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 66-75%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 66-75%"
252,7,1,437,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 56-65%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 56-65%"
252,8,1,437,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 56-65%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 56-65%"
252,15,1,437,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 56-65%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 56-65%"
252,16,1,437,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 56-65%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 56-65%"
252,17,1,437,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 56-65%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 56-65%"
253,7,1,438,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 46-55%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 46-55%"
253,8,1,438,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 46-55%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 46-55%"
253,15,1,438,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 46-55%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 46-55%"
253,16,1,438,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 46-55%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 46-55%"
253,17,1,438,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 46-55%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 46-55%"
254,7,1,439,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 36-45%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 36-45%"
254,8,1,439,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 36-45%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 36-45%"
254,15,1,439,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 36-45%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 36-45%"
254,16,1,439,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 36-45%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 36-45%"
254,17,1,439,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 36-45%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 36-45%"
255,7,1,440,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 26-35%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 26-35%"
255,8,1,440,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 26-35%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 26-35%"
255,15,1,440,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 26-35%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 26-35%"
255,16,1,440,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 26-35%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 26-35%"
255,17,1,440,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 26-35%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 26-35%"
256,7,1,440,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 16-25%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 16-25%"
256,8,1,440,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 16-25%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 16-25%"
256,15,1,440,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 16-25%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 16-25%"
256,16,1,440,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 16-25%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 16-25%"
256,17,1,440,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 16-25%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation 16-25%"
257,7,1,440,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation < 16%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation < 16%"
257,8,1,440,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation < 16%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation < 16%"
257,15,1,440,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation < 16%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation < 16%"
257,16,1,440,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation < 16%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation < 16%"
257,17,1,440,"Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation < 16%","Spruce Budworm in QC, Moderate annual defoliation, 6yr cumulative defoliation < 16%"
258,7,1,441,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation > 85%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation > 85%"
258,8,1,441,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation > 85%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation > 85%"
258,15,1,441,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation > 85%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation > 85%"
258,16,1,441,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation > 85%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation > 85%"
258,17,1,441,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation > 85%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation > 85%"
259,7,1,442,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 76-85%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 76-85%"
259,8,1,442,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 76-85%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 76-85%"
259,15,1,442,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 76-85%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 76-85%"
259,16,1,442,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 76-85%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 76-85%"
259,17,1,442,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 76-85%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 76-85%"
260,7,1,443,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 66-75%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 66-75%"
260,8,1,443,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 66-75%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 66-75%"
260,15,1,443,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 66-75%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 66-75%"
260,16,1,443,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 66-75%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 66-75%"
260,17,1,443,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 66-75%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 66-75%"
261,7,1,444,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 56-65%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 56-65%"
261,8,1,444,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 56-65%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 56-65%"
261,15,1,444,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 56-65%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 56-65%"
261,16,1,444,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 56-65%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 56-65%"
261,17,1,444,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 56-65%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 56-65%"
262,7,1,445,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 46-55%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 46-55%"
262,8,1,445,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 46-55%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 46-55%"
262,15,1,445,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 46-55%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 46-55%"
262,16,1,445,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 46-55%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 46-55%"
262,17,1,445,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 46-55%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 46-55%"
263,7,1,446,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 36-45%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 36-45%"
263,8,1,446,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 36-45%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 36-45%"
263,15,1,446,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 36-45%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 36-45%"
263,16,1,446,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 36-45%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 36-45%"
263,17,1,446,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 36-45%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 36-45%"
264,7,1,447,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 26-35%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 26-35%"
264,8,1,447,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 26-35%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 26-35%"
264,15,1,447,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 26-35%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 26-35%"
264,16,1,447,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 26-35%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 26-35%"
264,17,1,447,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 26-35%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 26-35%"
265,7,1,447,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 16-25%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 16-25%"
265,8,1,447,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 16-25%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 16-25%"
265,15,1,447,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 16-25%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 16-25%"
265,16,1,447,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 16-25%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 16-25%"
265,17,1,447,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 16-25%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation 16-25%"
266,7,1,447,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation < 16%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation < 16%"
266,8,1,447,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation < 16%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation < 16%"
266,15,1,447,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation < 16%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation < 16%"
266,16,1,447,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation < 16%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation < 16%"
266,17,1,447,"Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation < 16%","Spruce Budworm in QC, Light annual defoliation, 6yr cumulative defoliation < 16%"
268,4,1,448,"Balsam bark beetle in BC, Very Severe","Balsam bark beetle in BC, Very Severe"
268,9,1,448,"Balsam bark beetle in BC, Very Severe","Balsam bark beetle in BC, Very Severe"
268,12,1,448,"Balsam bark beetle in BC, Very Severe","Balsam bark beetle in BC, Very Severe"
268,13,1,448,"Balsam bark beetle in BC, Very Severe","Balsam bark beetle in BC, Very Severe"
268,14,1,448,"Balsam bark beetle in BC, Very Severe","Balsam bark beetle in BC, Very Severe"
269,4,1,449,"Balsam bark beetle in BC, Severe","Balsam bark beetle in BC, Severe"
269,9,1,449,"Balsam bark beetle in BC, Severe","Balsam bark beetle in BC, Severe"
269,12,1,449,"Balsam bark beetle in BC, Severe","Balsam bark beetle in BC, Severe"
269,13,1,449,"Balsam bark beetle in BC, Severe","Balsam bark beetle in BC, Severe"
269,14,1,449,"Balsam bark beetle in BC, Severe","Balsam bark beetle in BC, Severe"
270,4,1,450,"Balsam bark beetle in BC, Moderate","Balsam bark beetle in BC, Moderate"
270,9,1,450,"Balsam bark beetle in BC, Moderate","Balsam bark beetle in BC, Moderate"
270,12,1,450,"Balsam bark beetle in BC, Moderate","Balsam bark beetle in BC, Moderate"
270,13,1,450,"Balsam bark beetle in BC, Moderate","Balsam bark beetle in BC, Moderate"
270,14,1,450,"Balsam bark beetle in BC, Moderate","Balsam bark beetle in BC, Moderate"
271,4,1,451,"Balsam bark beetle in BC, Light","Balsam bark beetle in BC, Light"
271,9,1,451,"Balsam bark beetle in BC, Light","Balsam bark beetle in BC, Light"
271,12,1,451,"Balsam bark beetle in BC, Light","Balsam bark beetle in BC, Light"
271,13,1,451,"Balsam bark beetle in BC, Light","Balsam bark beetle in BC, Light"
271,14,1,451,"Balsam bark beetle in BC, Light","Balsam bark beetle in BC, Light"
272,4,1,452,"Douglas Fir Beetle in BC, Very Severe","Douglas Fir Beetle in BC, Very Severe"
272,9,1,452,"Douglas Fir Beetle in BC, Very Severe","Douglas Fir Beetle in BC, Very Severe"
272,12,1,452,"Douglas Fir Beetle in BC, Very Severe","Douglas Fir Beetle in BC, Very Severe"
272,13,1,452,"Douglas Fir Beetle in BC, Very Severe","Douglas Fir Beetle in BC, Very Severe"
272,14,1,452,"Douglas Fir Beetle in BC, Very Severe","Douglas Fir Beetle in BC, Very Severe"
273,4,1,453,"Douglas Fir Beetle in BC, Severe","Douglas Fir Beetle in BC, Severe"
273,9,1,453,"Douglas Fir Beetle in BC, Severe","Douglas Fir Beetle in BC, Severe"
273,12,1,453,"Douglas Fir Beetle in BC, Severe","Douglas Fir Beetle in BC, Severe"
273,13,1,453,"Douglas Fir Beetle in BC, Severe","Douglas Fir Beetle in BC, Severe"
273,14,1,453,"Douglas Fir Beetle in BC, Severe","Douglas Fir Beetle in BC, Severe"
274,4,1,454,"Douglas Fir Beetle in BC, Moderate","Douglas Fir Beetle in BC, Moderate"
274,9,1,454,"Douglas Fir Beetle in BC, Moderate","Douglas Fir Beetle in BC, Moderate"
274,12,1,454,"Douglas Fir Beetle in BC, Moderate","Douglas Fir Beetle in BC, Moderate"
274,13,1,454,"Douglas Fir Beetle in BC, Moderate","Douglas Fir Beetle in BC, Moderate"
274,14,1,454,"Douglas Fir Beetle in BC, Moderate","Douglas Fir Beetle in BC, Moderate"
275,4,1,455,"Douglas Fir Beetle in BC, Light","Douglas Fir Beetle in BC, Light"
275,9,1,455,"Douglas Fir Beetle in BC, Light","Douglas Fir Beetle in BC, Light"
275,12,1,455,"Douglas Fir Beetle in BC, Light","Douglas Fir Beetle in BC, Light"
275,13,1,455,"Douglas Fir Beetle in BC, Light","Douglas Fir Beetle in BC, Light"
275,14,1,455,"Douglas Fir Beetle in BC, Light","Douglas Fir Beetle in BC, Light"
276,4,1,456,"Spruce Beetle in BC, Very Severe","Spruce Beetle in BC, Very Severe"
276,9,1,456,"Spruce Beetle in BC, Very Severe","Spruce Beetle in BC, Very Severe"
276,12,1,456,"Spruce Beetle in BC, Very Severe","Spruce Beetle in BC, Very Severe"
276,13,1,456,"Spruce Beetle in BC, Very Severe","Spruce Beetle in BC, Very Severe"
276,14,1,456,"Spruce Beetle in BC, Very Severe","Spruce Beetle in BC, Very Severe"
277,4,1,457,"Spruce Beetle in BC, Severe","Spruce Beetle in BC, Severe"
277,9,1,457,"Spruce Beetle in BC, Severe","Spruce Beetle in BC, Severe"
277,12,1,457,"Spruce Beetle in BC, Severe","Spruce Beetle in BC, Severe"
277,13,1,457,"Spruce Beetle in BC, Severe","Spruce Beetle in BC, Severe"
277,14,1,457,"Spruce Beetle in BC, Severe","Spruce Beetle in BC, Severe"
278,4,1,458,"Spruce Beetle in BC, Moderate","Spruce Beetle in BC, Moderate"
278,9,1,458,"Spruce Beetle in BC, Moderate","Spruce Beetle in BC, Moderate"
278,12,1,458,"Spruce Beetle in BC, Moderate","Spruce Beetle in BC, Moderate"
278,13,1,458,"Spruce Beetle in BC, Moderate","Spruce Beetle in BC, Moderate"
278,14,1,458,"Spruce Beetle in BC, Moderate","Spruce Beetle in BC, Moderate"
279,4,1,459,"Spruce Beetle in BC, Light","Spruce Beetle in BC, Light"
279,9,1,459,"Spruce Beetle in BC, Light","Spruce Beetle in BC, Light"
279,12,1,459,"Spruce Beetle in BC, Light","Spruce Beetle in BC, Light"
279,13,1,459,"Spruce Beetle in BC, Light","Spruce Beetle in BC, Light"
279,14,1,459,"Spruce Beetle in BC, Light","Spruce Beetle in BC, Light"
280,4,1,460,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%"
280,5,1,460,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%"
280,6,1,460,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%"
280,9,1,460,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%"
280,10,1,460,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%"
280,11,1,460,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%"
280,12,1,460,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%"
280,14,1,460,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%"
280,15,1,460,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%"
280,18,1,460,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%"
281,4,1,461,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 76-85%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 76-85%"
281,5,1,461,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 76-85%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 76-85%"
281,6,1,461,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 76-85%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 76-85%"
281,9,1,461,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 76-85%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 76-85%"
281,10,1,461,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 76-85%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 76-85%"
281,11,1,461,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 76-85%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 76-85%"
281,12,1,461,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 76-85%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 76-85%"
281,14,1,461,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 76-85%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 76-85%"
281,15,1,461,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 76-85%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 76-85%"
281,18,1,461,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 76-85%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 76-85%"
282,4,1,462,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 66-75%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 66-75%"
282,5,1,462,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 66-75%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 66-75%"
282,6,1,462,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 66-75%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 66-75%"
282,9,1,462,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 66-75%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 66-75%"
282,10,1,462,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 66-75%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 66-75%"
282,11,1,462,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 66-75%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 66-75%"
282,12,1,462,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 66-75%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 66-75%"
282,14,1,462,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 66-75%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 66-75%"
